,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster,Spending_Score_Encoded
1414,462253,Male,Yes,51,Yes,Engineer,0,Low,2,Cat_4,A,0,2
1415,459421,Male,Yes,29,No,Healthcare,0,Average,4,Cat_6,A,1,0
1418,461613,Female,No,25,Yes,Healthcare,8,Low,4,Cat_5,C,2,2
1419,461168,Female,Yes,29,No,Engineer,5,Average,2,Cat_3,A,1,0
1420,459247,Male,Yes,60,Yes,Executive,0,Average,5,Cat_6,C,1,0
1421,460770,Female,No,25,Yes,Healthcare,5,Low,3,Cat_3,A,2,2
1422,465047,Male,Yes,55,Yes,Executive,8,High,2,Cat_6,C,1,1
1423,467013,Male,Yes,66,Yes,Executive,0,High,2,Cat_6,C,0,1
1424,465894,Male,No,27,Yes,Artist,8,Low,6,Cat_6,D,2,2
1425,462702,Male,Yes,51,No,Entertainment,1,Average,4,Cat_4,A,1,0
1426,465431,Male,Yes,35,No,Artist,0,Low,2,Cat_6,B,2,2
1427,466386,Male,Yes,65,Yes,Executive,1,Low,2,Cat_4,B,0,2
1429,464057,Male,No,32,Yes,Marketing,0,Low,5,Cat_6,B,2,2
1431,462186,Female,No,21,No,Doctor,0,Low,3,Cat_1,D,2,2
1432,463432,Male,No,36,Yes,Artist,0,Low,1,Cat_6,B,0,2
1433,466753,Female,Yes,70,Yes,Artist,1,Average,2,Cat_3,C,1,0
1434,465123,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,A,2,2
1435,459965,Male,No,25,Yes,Artist,7,Low,1,Cat_2,A,2,2
1436,466030,Female,Yes,36,No,Entertainment,8,Low,2,Cat_6,B,2,2
1437,462582,Male,No,20,No,Healthcare,0,Low,4,Cat_4,D,2,2
1438,461466,Male,Yes,49,No,Artist,0,Low,2,Cat_7,A,0,2
1440,464380,Female,Yes,49,Yes,Artist,6,Average,6,Cat_6,C,1,0
1441,466846,Male,No,18,No,Healthcare,2,Low,4,Cat_2,D,2,2
1442,465184,Female,Yes,46,No,Engineer,1,Average,5,Cat_6,C,1,0
1443,459481,Male,Yes,47,No,Lawyer,0,Low,2,Cat_6,A,0,2
1445,465136,Male,Yes,47,Yes,Artist,0,Average,2,Cat_6,C,1,0
1447,466534,Male,No,28,No,Healthcare,0,Low,9,Cat_6,D,2,2
1448,466411,Male,Yes,58,Yes,Artist,1,Average,3,Cat_3,B,1,0
1449,462576,Female,No,21,No,Healthcare,9,Low,4,Cat_3,D,2,2
1450,467704,Male,Yes,53,Yes,Artist,1,Average,2,Cat_6,C,1,0
1451,465303,Female,Yes,67,Yes,Artist,1,Average,3,Cat_2,C,1,0
1452,467703,Male,No,26,Yes,Healthcare,1,Low,5,Cat_6,D,2,2
1453,465493,Female,No,26,No,Artist,0,Low,3,Cat_4,A,2,2
1454,461322,Male,Yes,40,Yes,Artist,0,Average,2,Cat_6,C,1,0
1455,461706,Male,No,25,Yes,Healthcare,0,Low,3,Cat_6,D,2,2
1456,463629,Male,No,41,Yes,Artist,1,Low,1,Cat_6,B,0,2
1457,465140,Male,Yes,45,Yes,Executive,5,High,3,Cat_7,B,1,1
1458,459308,Female,Yes,47,Yes,Artist,0,Average,2,Cat_6,C,1,0
1463,459708,Female,No,39,Yes,Engineer,1,Low,1,Cat_6,A,0,2
1464,459179,Male,Yes,60,No,Entertainment,0,Average,3,Cat_6,B,1,0
1465,462654,Male,Yes,39,No,Artist,1,Average,6,Cat_4,A,1,0
1466,466256,Female,Yes,65,Yes,Engineer,1,Low,1,Cat_6,B,0,2
1467,465649,Female,Yes,43,Yes,Marketing,6,Low,1,Cat_6,A,0,2
1469,465652,Female,Yes,31,No,Marketing,0,Low,2,Cat_2,D,2,2
1470,460360,Female,Yes,38,Yes,Artist,2,Low,1,Cat_4,A,0,2
1471,464472,Female,No,27,Yes,Artist,0,Low,3,Cat_6,C,2,2
1472,467422,Female,Yes,58,Yes,Artist,0,Average,2,Cat_6,C,1,0
1473,463116,Male,Yes,62,Yes,Artist,1,High,2,Cat_6,B,0,1
1474,460177,Male,No,48,Yes,Artist,1,Low,1,Cat_6,B,0,2
1475,465081,Male,Yes,57,Yes,Executive,7,High,2,Cat_6,C,0,1
1476,467810,Male,Yes,42,Yes,Artist,0,Average,5,Cat_6,C,1,0
1477,465063,Female,Yes,68,Yes,Lawyer,1,High,2,Cat_6,C,0,1
1480,466430,Female,Yes,51,No,Engineer,0,Low,4,Cat_6,A,0,2
1481,465713,Male,Yes,59,Yes,Artist,0,Average,4,Cat_6,C,1,0
1482,462555,Male,Yes,36,Yes,Artist,1,Average,2,Cat_4,C,1,0
1484,461615,Male,No,25,Yes,Doctor,1,Low,2,Cat_6,D,2,2
1485,461532,Male,Yes,48,Yes,Entertainment,1,Low,1,Cat_6,A,0,2
1487,459175,Female,Yes,70,Yes,Artist,1,Average,2,Cat_6,C,1,0
1488,463739,Female,Yes,42,No,Marketing,0,Low,3,Cat_6,B,2,2
1489,464339,Male,No,26,No,Artist,0,Low,2,Cat_6,D,2,2
1490,465074,Male,No,25,Yes,Artist,1,Low,4,Cat_6,A,2,2
1491,465282,Female,No,36,Yes,Artist,0,Low,3,Cat_6,A,2,2
1492,460488,Male,No,42,No,Doctor,0,Low,1,Cat_3,D,0,2
1493,464554,Female,No,35,Yes,Artist,0,Low,7,Cat_2,C,2,2
1494,462814,Female,Yes,22,No,Engineer,8,Average,2,Cat_5,C,1,0
1495,462073,Female,No,36,Yes,Artist,6,Low,1,Cat_6,C,2,2
1496,459901,Male,Yes,47,Yes,Artist,0,Average,3,Cat_6,C,1,0
1497,460858,Male,No,19,No,Healthcare,1,Low,4,Cat_3,D,2,2
1498,461895,Male,Yes,36,Yes,Entertainment,1,Low,2,Cat_6,B,2,2
1499,467308,Female,No,28,Yes,Doctor,0,Low,3,Cat_3,C,2,2
1500,467584,Male,Yes,52,No,Doctor,1,Average,4,Cat_6,B,1,0
1502,462622,Male,Yes,47,No,Executive,0,Low,4,Cat_4,D,2,2
1503,460100,Female,No,29,Yes,Doctor,1,Low,1,Cat_3,A,2,2
1504,466591,Female,No,23,No,Healthcare,0,Low,4,Cat_6,D,2,2
1505,462849,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6,C,1,0
1507,466410,Female,Yes,56,Yes,Artist,0,Low,1,Cat_6,B,0,2
1508,464141,Male,Yes,32,Yes,Entertainment,9,High,2,Cat_4,A,2,1
1510,461564,Male,Yes,63,Yes,Executive,1,High,2,Cat_6,C,0,1
1511,463219,Male,Yes,50,No,Entertainment,0,Low,2,Cat_6,D,0,2
1513,464009,Female,Yes,49,Yes,Artist,7,Average,4,Cat_6,B,1,0
1514,460573,Male,No,62,No,Healthcare,8,Low,1,Cat_3,C,0,2
1515,460951,Female,Yes,55,No,Engineer,1,Average,7,Cat_6,A,1,0
1517,467126,Female,Yes,45,Yes,Artist,0,Low,1,Cat_3,B,0,2
1518,462924,Female,Yes,31,No,Homemaker,8,Average,2,Cat_6,D,1,0
1519,462488,Male,No,33,Yes,Healthcare,0,Low,5,Cat_6,D,2,2
1520,461640,Male,Yes,52,Yes,Artist,1,Average,2,Cat_6,C,1,0
1521,465504,Male,No,42,Yes,Entertainment,0,Low,2,Cat_6,B,0,2
1522,460902,Male,No,38,Yes,Executive,1,Low,3,Cat_6,A,2,2
1523,459657,Male,Yes,84,Yes,Lawyer,1,High,2,Cat_6,B,0,1
1524,465054,Male,Yes,67,Yes,Executive,1,High,3,Cat_6,C,0,1
1525,464000,Female,No,32,No,Healthcare,0,Low,5,Cat_7,C,2,2
1526,460324,Female,No,33,Yes,Entertainment,12,Low,2,Cat_6,A,2,2
1527,462468,Female,No,30,Yes,Healthcare,2,Low,5,Cat_6,D,2,2
1528,465245,Male,No,18,No,Healthcare,1,Low,4,Cat_4,D,2,2
1529,467919,Female,Yes,47,Yes,Artist,7,Average,2,Cat_6,C,1,0
1530,463716,Male,No,29,No,Doctor,1,Low,4,Cat_6,D,2,2
1531,463769,Male,Yes,63,No,Executive,0,High,4,Cat_6,B,1,1
1534,462327,Male,Yes,27,Yes,Entertainment,0,Low,4,Cat_7,D,2,2
1535,463882,Female,Yes,43,Yes,Artist,1,Low,1,Cat_1,A,0,2
1537,462282,Male,No,29,No,Healthcare,1,Low,3,Cat_6,D,2,2
1539,459625,Female,Yes,57,No,Engineer,8,Low,1,Cat_6,B,0,2
1540,466740,Female,Yes,47,No,Engineer,8,Low,1,Cat_3,A,0,2
1541,461434,Female,Yes,32,Yes,Executive,4,High,3,Cat_7,C,2,1
1542,465404,Female,Yes,25,Yes,Entertainment,0,Average,2,Cat_1,A,1,0
1543,462337,Female,Yes,79,Yes,Lawyer,1,High,2,Cat_4,B,0,1
1544,461921,Female,No,41,Yes,Artist,0,Low,1,Cat_6,A,0,2
1545,463763,Male,Yes,36,Yes,Artist,4,Average,2,Cat_6,C,1,0
1546,467749,Male,No,19,No,Healthcare,1,Low,9,Cat_7,D,2,2
1548,463850,Male,Yes,26,No,Entertainment,0,High,2,Cat_6,D,2,1
1549,460381,Male,No,28,Yes,Artist,13,Low,2,Cat_6,A,2,2
1550,460946,Male,No,84,No,Artist,0,Low,1,Cat_6,D,0,2
1551,464329,Male,Yes,81,No,Lawyer,1,Low,2,Cat_6,D,0,2
1552,467209,Female,No,35,Yes,Healthcare,1,Low,1,Cat_6,D,0,2
1553,461897,Male,Yes,55,Yes,Doctor,0,Average,2,Cat_6,C,1,0
1554,462920,Male,Yes,50,No,Executive,0,High,5,Cat_6,B,1,1
1555,460994,Male,Yes,78,Yes,Lawyer,0,Low,5,Cat_6,A,0,2
1556,462868,Male,Yes,36,No,Entertainment,0,Average,4,Cat_4,A,1,0
1557,459964,Male,No,47,Yes,Marketing,1,Low,1,Cat_6,A,0,2
1558,462663,Male,Yes,48,No,Entertainment,6,Average,5,Cat_4,B,1,0
1559,464116,Female,Yes,69,Yes,Marketing,1,Low,2,Cat_6,C,0,2
1560,467119,Male,Yes,38,No,Marketing,0,High,4,Cat_7,B,1,1
1561,465042,Male,Yes,36,Yes,Artist,1,Average,4,Cat_6,C,1,0
1562,464762,Female,Yes,52,No,Engineer,9,Average,4,Cat_4,B,1,0
1563,460009,Male,No,46,Yes,Artist,0,Low,1,Cat_6,B,0,2
1564,460583,Male,No,18,No,Marketing,1,Low,6,Cat_3,D,2,2
1565,467827,Female,No,22,No,Healthcare,0,Low,4,Cat_6,D,2,2
1566,463795,Male,No,18,No,Doctor,1,Low,6,Cat_6,B,2,2
1567,464313,Male,Yes,30,No,Homemaker,1,Average,3,Cat_6,D,1,0
1569,459230,Male,Yes,43,No,Artist,7,High,4,Cat_6,B,2,1
1570,462245,Female,Yes,49,Yes,Artist,1,Average,3,Cat_6,C,1,0
1571,462926,Female,No,40,Yes,Homemaker,9,Low,2,Cat_6,A,2,2
1572,460743,Male,Yes,55,Yes,Artist,0,Average,3,Cat_6,C,1,0
1573,464656,Female,No,33,No,Healthcare,1,Low,7,Cat_4,B,2,2
1574,467656,Male,No,31,Yes,Healthcare,1,Low,5,Cat_6,D,2,2
1575,460978,Female,No,35,Yes,Healthcare,3,Low,6,Cat_2,D,2,2
1576,467684,Male,No,40,Yes,Healthcare,8,Low,3,Cat_2,D,2,2
1577,467089,Male,Yes,69,No,Artist,0,Average,3,Cat_6,B,1,0
1578,466091,Female,Yes,46,Yes,Artist,1,Low,4,Cat_4,B,2,2
1579,464582,Female,Yes,63,Yes,Marketing,0,Low,2,Cat_6,D,0,2
1581,458997,Male,Yes,61,Yes,Artist,1,Average,2,Cat_6,B,1,0
1582,466025,Female,No,50,No,Engineer,1,Low,1,Cat_3,A,0,2
1584,464507,Male,Yes,53,Yes,Artist,0,High,3,Cat_6,C,1,1
1585,459204,Female,Yes,35,Yes,Engineer,0,Average,2,Cat_6,B,1,0
1586,467521,Male,No,19,No,Healthcare,7,Low,3,Cat_6,D,2,2
1587,462743,Male,No,26,No,Healthcare,3,Low,4,Cat_3,D,2,2
1588,459245,Female,Yes,38,No,Engineer,0,Average,4,Cat_6,B,1,0
1589,463884,Female,No,26,No,Artist,1,Low,1,Cat_6,D,2,2
1590,463860,Male,Yes,39,Yes,Healthcare,0,High,3,Cat_6,C,1,1
1591,459184,Male,Yes,39,Yes,Entertainment,1,Low,4,Cat_4,A,2,2
1593,460201,Female,No,45,Yes,Artist,2,Low,1,Cat_6,A,0,2
1594,464989,Male,Yes,47,No,Entertainment,0,Average,4,Cat_6,C,1,0
1595,467782,Female,No,30,Yes,Entertainment,0,Low,5,Cat_2,A,2,2
1596,464923,Male,Yes,48,No,Executive,5,High,2,Cat_4,A,1,1
1597,459364,Female,Yes,76,Yes,Marketing,0,Low,2,Cat_6,B,0,2
1598,462119,Male,Yes,71,Yes,Entertainment,0,Low,2,Cat_6,A,0,2
1599,465132,Female,No,41,Yes,Artist,0,Low,1,Cat_6,A,0,2
1601,463873,Male,Yes,57,Yes,Artist,1,Average,5,Cat_6,C,1,0
1602,467633,Male,Yes,49,No,Entertainment,0,Low,1,Cat_6,A,0,2
1603,462780,Male,Yes,21,No,Healthcare,1,High,8,Cat_4,B,2,1
1604,462445,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D,2,2
1606,460664,Female,No,33,No,Homemaker,8,Low,1,Cat_6,D,2,2
1607,465992,Male,Yes,53,Yes,Entertainment,1,Low,3,Cat_6,A,0,2
1608,463990,Male,Yes,55,Yes,Artist,1,Average,2,Cat_4,B,1,0
1609,463128,Male,Yes,73,Yes,Lawyer,0,High,4,Cat_6,A,0,1
1611,460775,Male,Yes,59,Yes,Artist,0,Low,2,Cat_6,A,0,2
1612,464118,Male,No,38,Yes,Entertainment,0,Low,2,Cat_6,D,0,2
1613,459264,Female,No,42,Yes,Artist,0,Low,2,Cat_6,C,0,2
1614,464069,Female,Yes,83,Yes,Lawyer,1,High,2,Cat_6,A,0,1
1616,465564,Male,Yes,46,No,Artist,0,Average,4,Cat_3,B,1,0
1617,466387,Male,Yes,37,Yes,Entertainment,8,Average,2,Cat_6,B,1,0
1618,462887,Female,Yes,42,No,Engineer,1,Low,3,Cat_6,A,2,2
1619,465977,Male,Yes,71,Yes,Artist,0,Average,2,Cat_6,C,1,0
1620,462775,Female,No,18,No,Healthcare,7,Low,3,Cat_6,D,2,2
1621,460286,Female,No,41,Yes,Artist,4,Low,1,Cat_6,D,0,2
1622,466294,Male,Yes,27,Yes,Healthcare,0,Low,5,Cat_4,D,2,2
1623,466037,Female,No,53,No,Entertainment,1,Low,1,Cat_4,A,0,2
1624,466335,Female,No,28,No,Healthcare,0,Low,3,Cat_4,B,2,2
1626,461933,Male,No,18,No,Doctor,0,Low,2,Cat_5,D,2,2
1627,466681,Male,No,19,No,Healthcare,2,Low,4,Cat_6,D,2,2
1628,466605,Female,No,32,No,Healthcare,0,Low,4,Cat_3,B,2,2
1629,461332,Male,No,30,No,Healthcare,1,Low,4,Cat_2,C,2,2
1630,461610,Male,No,36,Yes,Doctor,0,Low,1,Cat_6,B,0,2
1631,467707,Male,Yes,82,Yes,Lawyer,5,High,2,Cat_6,A,0,1
1633,465158,Male,No,45,Yes,Artist,1,Low,1,Cat_6,A,0,2
1635,459903,Male,Yes,27,Yes,Entertainment,9,Low,4,Cat_6,C,2,2
1636,464021,Female,No,18,No,Healthcare,1,Low,5,Cat_6,D,2,2
1637,463325,Male,Yes,22,No,Doctor,1,Low,4,Cat_6,A,2,2
1638,459660,Female,No,22,No,Healthcare,2,Low,6,Cat_6,D,2,2
1639,466423,Female,No,42,No,Homemaker,8,Low,1,Cat_3,D,2,2
1640,465585,Male,Yes,69,No,Doctor,1,Low,1,Cat_6,A,0,2
1641,462671,Female,Yes,43,Yes,Homemaker,8,High,2,Cat_6,A,2,1
1642,459603,Female,Yes,89,No,Lawyer,3,High,2,Cat_6,A,0,1
1643,463614,Female,No,26,No,Healthcare,1,Low,4,Cat_3,C,2,2
1644,465152,Male,No,43,Yes,Artist,1,Low,3,Cat_6,B,2,2
1645,460525,Male,Yes,30,Yes,Entertainment,1,Average,2,Cat_3,C,1,0
1646,466108,Female,Yes,60,Yes,Executive,0,Low,2,Cat_6,B,0,2
1647,465400,Female,Yes,38,Yes,Doctor,7,High,4,Cat_3,C,2,1
1649,465681,Male,Yes,45,Yes,Entertainment,0,Average,2,Cat_4,A,1,0
1650,466251,Male,No,20,No,Healthcare,3,Low,4,Cat_4,D,2,2
1651,460417,Female,Yes,51,Yes,Marketing,9,Low,1,Cat_6,A,0,2
1652,460569,Male,Yes,36,Yes,Entertainment,1,Average,4,Cat_3,C,1,0
1653,461162,Female,No,41,No,Marketing,9,Low,3,Cat_3,B,2,2
1655,463628,Female,No,30,Yes,Artist,9,Low,1,Cat_6,A,2,2
1656,467817,Female,No,23,No,Homemaker,0,Low,5,Cat_5,B,2,2
1657,460406,Male,Yes,39,Yes,Healthcare,4,Low,2,Cat_6,B,2,2
1658,464122,Male,Yes,63,Yes,Artist,0,Average,4,Cat_6,B,1,0
1659,459658,Male,Yes,60,Yes,Artist,1,Average,3,Cat_6,C,1,0
1660,462757,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D,2,2
1661,459529,Female,Yes,89,No,Lawyer,1,High,2,Cat_6,A,0,1
1663,465920,Male,No,43,Yes,Executive,1,Low,4,Cat_6,A,2,2
1664,463262,Female,Yes,70,No,Lawyer,3,High,2,Cat_6,A,0,1
1665,465631,Male,No,35,Yes,Artist,9,Low,1,Cat_6,A,2,2
1666,467164,Male,Yes,42,Yes,Artist,0,High,2,Cat_6,B,0,1
1667,467859,Male,Yes,39,Yes,Doctor,6,Average,2,Cat_3,C,1,0
1668,461703,Female,Yes,29,Yes,Healthcare,0,Low,2,Cat_6,A,2,2
1670,466097,Female,Yes,74,No,Lawyer,1,Low,1,Cat_6,A,0,2
1671,464390,Male,Yes,41,Yes,Artist,1,Low,2,Cat_6,C,0,2
1672,465423,Male,Yes,51,Yes,Entertainment,0,Average,4,Cat_7,C,1,0
1673,461337,Male,Yes,50,Yes,Executive,1,High,3,Cat_6,C,1,1
1674,463888,Male,No,23,No,Marketing,0,Low,3,Cat_6,D,2,2
1675,460390,Male,No,36,Yes,Artist,9,Low,3,Cat_6,A,2,2
1676,465286,Male,No,36,Yes,Artist,8,Low,1,Cat_6,B,2,2
1677,460294,Female,Yes,50,Yes,Doctor,1,Low,2,Cat_6,D,0,2
1679,461248,Female,No,37,No,Healthcare,1,Low,1,Cat_6,D,0,2
1680,464336,Male,Yes,65,Yes,Executive,0,High,4,Cat_6,C,1,1
1681,467595,Female,No,26,Yes,Healthcare,0,Low,1,Cat_6,D,2,2
1682,466406,Male,Yes,55,Yes,Entertainment,1,Low,3,Cat_6,A,0,2
1683,465092,Male,Yes,65,Yes,Executive,0,High,2,Cat_6,C,0,1
1684,459492,Female,Yes,72,Yes,Lawyer,1,High,2,Cat_6,A,0,1
1685,461426,Male,Yes,51,Yes,Artist,7,Average,2,Cat_6,C,1,0
1686,467022,Male,No,25,Yes,Artist,1,Low,5,Cat_6,D,2,2
1687,467330,Male,Yes,38,No,Executive,0,High,3,Cat_6,C,1,1
1690,461320,Female,No,39,Yes,Artist,0,Low,3,Cat_6,B,2,2
1691,466283,Female,Yes,62,Yes,Artist,0,High,2,Cat_6,B,0,1
1692,463705,Female,Yes,37,Yes,Artist,4,Average,2,Cat_2,C,1,0
1693,465821,Female,No,28,No,Engineer,3,Low,7,Cat_4,A,2,2
1694,467457,Female,No,32,Yes,Marketing,1,Low,6,Cat_6,B,2,2
1695,466543,Male,No,31,Yes,Doctor,14,Low,2,Cat_7,A,2,2
1696,463772,Female,No,31,No,Healthcare,1,Low,3,Cat_6,D,2,2
1698,459757,Male,Yes,67,Yes,Artist,1,Average,2,Cat_6,B,1,0
1699,464452,Female,No,72,Yes,Lawyer,0,Low,1,Cat_6,C,0,2
1700,463839,Female,Yes,57,No,Engineer,0,Low,3,Cat_6,B,0,2
1702,464368,Male,Yes,36,Yes,Entertainment,4,Average,2,Cat_6,B,1,0
1703,466923,Female,No,21,No,Homemaker,9,Low,1,Cat_6,D,2,2
1704,459878,Male,Yes,47,No,Entertainment,1,Average,5,Cat_6,C,1,0
1705,467279,Female,No,25,Yes,Entertainment,8,Low,3,Cat_6,D,2,2
1706,465604,Female,Yes,41,No,Engineer,9,Average,2,Cat_3,B,1,0
1707,460787,Male,No,29,Yes,Healthcare,0,Low,4,Cat_6,A,2,2
1708,466240,Male,No,21,No,Healthcare,0,Low,3,Cat_4,D,2,2
1709,466621,Male,Yes,66,Yes,Lawyer,0,Low,1,Cat_6,C,0,2
1710,464619,Male,Yes,27,Yes,Entertainment,10,Low,2,Cat_6,B,2,2
1712,467404,Male,Yes,52,Yes,Artist,4,Low,1,Cat_6,C,0,2
1713,461314,Male,Yes,46,Yes,Artist,1,Average,3,Cat_6,C,1,0
1714,463340,Female,No,23,No,Healthcare,0,Low,4,Cat_3,D,2,2
1715,467870,Male,No,27,Yes,Entertainment,0,Low,5,Cat_6,B,2,2
1716,462200,Female,Yes,52,Yes,Doctor,1,Low,3,Cat_4,B,0,2
1717,465591,Male,Yes,65,No,Artist,0,Average,2,Cat_4,A,1,0
1719,460812,Male,Yes,59,No,Entertainment,1,Low,2,Cat_6,A,0,2
1720,467105,Female,Yes,45,Yes,Lawyer,0,Low,1,Cat_6,B,0,2
1722,462037,Female,Yes,61,No,Engineer,1,High,3,Cat_4,B,0,1
1723,461726,Female,Yes,53,Yes,Artist,1,Average,4,Cat_3,C,1,0
1724,463577,Female,Yes,37,Yes,Doctor,1,Average,2,Cat_6,C,1,0
1725,463038,Male,Yes,63,Yes,Executive,0,High,5,Cat_6,D,1,1
1727,464928,Female,Yes,50,Yes,Artist,1,Low,3,Cat_4,C,0,2
1728,467312,Female,Yes,62,Yes,Artist,1,Low,2,Cat_6,C,0,2
1729,464887,Male,Yes,49,Yes,Artist,1,Average,8,Cat_4,C,1,0
1730,460555,Male,Yes,46,Yes,Homemaker,6,Average,3,Cat_3,C,1,0
1732,461329,Male,Yes,53,Yes,Executive,1,High,4,Cat_6,C,1,1
1733,459648,Female,Yes,42,Yes,Artist,2,High,2,Cat_6,C,1,1
1734,460835,Female,Yes,28,Yes,Artist,0,Low,1,Cat_5,A,2,2
1735,463827,Female,Yes,49,Yes,Engineer,1,Average,4,Cat_6,B,1,0
1736,460868,Male,Yes,35,Yes,Artist,1,Average,2,Cat_6,B,1,0
1738,467485,Male,Yes,58,Yes,Lawyer,0,High,2,Cat_6,B,0,1
1739,467351,Male,Yes,41,No,Artist,8,Average,2,Cat_6,C,1,0
1740,465864,Male,Yes,32,Yes,Entertainment,9,Average,2,Cat_6,D,1,0
1741,467232,Male,No,33,No,Entertainment,0,Low,2,Cat_6,A,2,2
1742,466855,Male,Yes,69,No,Entertainment,0,Low,5,Cat_3,A,0,2
1743,467238,Female,No,31,No,Doctor,6,Low,4,Cat_6,D,2,2
1745,463654,Female,No,39,No,Engineer,4,Low,3,Cat_3,D,2,2
1746,459047,Female,No,21,No,Healthcare,1,Low,5,Cat_4,D,2,2
1748,464363,Female,Yes,41,Yes,Artist,9,Low,1,Cat_6,C,2,2
1749,462565,Male,Yes,49,Yes,Artist,1,Average,4,Cat_6,C,1,0
1750,463226,Female,Yes,38,Yes,Executive,0,Average,2,Cat_6,A,1,0
1752,467671,Female,Yes,52,Yes,Artist,9,Low,4,Cat_6,C,2,2
1753,460374,Female,No,46,Yes,Artist,6,Low,2,Cat_6,C,2,2
1754,463077,Male,No,28,No,Doctor,4,Low,3,Cat_6,C,2,2
1755,462719,Female,Yes,55,Yes,Artist,0,High,5,Cat_6,B,1,1
1756,459729,Female,No,41,Yes,Healthcare,1,Low,1,Cat_6,D,0,2
1757,459084,Male,Yes,47,No,Executive,0,High,2,Cat_7,B,0,1
1758,467924,Male,Yes,52,Yes,Artist,0,Low,3,Cat_4,A,0,2
1759,465439,Female,Yes,45,Yes,Artist,4,High,4,Cat_6,C,1,1
1761,466712,Male,Yes,78,Yes,Lawyer,1,Low,1,Cat_6,B,0,2
1764,460983,Male,Yes,38,No,Doctor,0,High,4,Cat_6,D,1,1
1765,464008,Female,Yes,50,Yes,Artist,1,Average,4,Cat_6,C,1,0
1766,461702,Female,Yes,53,Yes,Engineer,8,High,4,Cat_6,A,1,1
1767,464312,Male,No,43,Yes,Artist,1,Low,1,Cat_3,A,0,2
1768,462818,Male,Yes,59,Yes,Artist,1,Average,3,Cat_6,C,1,0
1769,466045,Female,No,38,No,Entertainment,8,Low,2,Cat_6,B,2,2
1770,461889,Male,Yes,42,Yes,Artist,2,Average,2,Cat_6,C,1,0
1771,467945,Male,Yes,65,Yes,Artist,0,Average,2,Cat_6,C,1,0
1772,464322,Male,Yes,79,Yes,Lawyer,0,Low,2,Cat_6,A,0,2
1773,465637,Female,No,41,Yes,Artist,1,Low,1,Cat_4,D,0,2
1774,462058,Male,Yes,42,Yes,Entertainment,9,Low,2,Cat_6,A,2,2
1776,462500,Male,Yes,49,Yes,Doctor,1,Average,2,Cat_6,C,1,0
1777,466948,Male,Yes,58,Yes,Artist,1,Low,2,Cat_7,B,0,2
1778,461606,Male,Yes,69,Yes,Lawyer,0,High,3,Cat_6,A,0,1
1779,466184,Female,No,35,Yes,Artist,3,Low,1,Cat_6,C,2,2
1780,466014,Female,Yes,47,No,Engineer,0,High,2,Cat_4,A,0,1
1781,462890,Female,No,25,Yes,Marketing,12,Low,1,Cat_6,D,2,2
1782,464909,Female,Yes,38,Yes,Homemaker,0,Low,2,Cat_4,A,0,2
1783,459554,Female,No,25,No,Engineer,8,Low,3,Cat_6,D,2,2
1784,462429,Male,Yes,76,No,Lawyer,0,Low,1,Cat_6,A,0,2
1785,463605,Female,No,23,No,Healthcare,0,Low,5,Cat_5,D,2,2
1787,464608,Female,Yes,49,Yes,Artist,0,Average,3,Cat_6,C,1,0
1789,459597,Female,Yes,71,Yes,Artist,1,High,2,Cat_6,C,0,1
1790,464497,Female,No,39,No,Engineer,0,Low,3,Cat_3,A,2,2
1791,467150,Female,No,41,Yes,Artist,8,Low,3,Cat_6,A,2,2
1793,466829,Female,Yes,27,No,Homemaker,10,Low,1,Cat_6,D,2,2
1795,463506,Female,Yes,35,Yes,Artist,2,Average,2,Cat_6,C,1,0
1798,467448,Female,Yes,49,No,Engineer,0,Low,1,Cat_6,A,0,2
1799,462852,Male,Yes,42,No,Engineer,9,Low,3,Cat_6,D,2,2
1800,462072,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A,0,2
1801,463211,Male,Yes,68,Yes,Lawyer,8,Low,1,Cat_5,A,0,2
1802,464059,Male,Yes,57,Yes,Artist,1,Low,1,Cat_6,A,0,2
1803,463746,Male,No,38,Yes,Artist,0,Low,1,Cat_6,A,0,2
1804,465671,Female,Yes,35,No,Engineer,2,Average,5,Cat_4,D,1,0
1805,461729,Female,Yes,41,Yes,Marketing,0,Low,3,Cat_6,D,2,2
1806,464849,Male,Yes,40,Yes,Artist,0,Average,4,Cat_4,C,1,0
1808,466434,Male,Yes,53,Yes,Artist,0,Average,4,Cat_6,B,1,0
1809,467305,Female,Yes,38,Yes,Homemaker,8,Average,3,Cat_6,B,1,0
1810,466270,Female,Yes,68,No,Marketing,0,Low,2,Cat_6,D,0,2
1811,463479,Male,No,30,No,Executive,1,Low,2,Cat_6,D,2,2
1812,467471,Male,Yes,52,No,Entertainment,4,Average,5,Cat_6,C,1,0
1813,459159,Male,Yes,80,Yes,Lawyer,1,Low,1,Cat_6,A,0,2
1814,465980,Female,No,31,Yes,Healthcare,1,Low,7,Cat_6,A,2,2
1816,467528,Male,Yes,87,No,Executive,0,High,2,Cat_6,C,0,1
